date,country,category,sku_id,sales_qty,true_demand,is_stockout,holiday_boost,promo_boost
2023-03-23,MY,Fashion,Baseball_Cap_Logo,361,361,0,1.3,1.0
2023-03-25,MY,Beauty,SPF50_Sunscreen_100ml,1312,1312,0,1.9621,1.48
2023-03-26,MY,Electronics,Webcam_HD1080,400,400,0,1.5517,1.72
2023-03-27,MY,Fashion,Crossbody_Bag_Canvas,278,278,0,2.4224,1.96
2023-03-31,MY,Toys,Puzzle_1000pcs_Animals,81,81,0,1.6379,1.0
2023-04-01,MY,Electronics,LED_DeskLamp,207,207,0,1.6552,1.36
2023-04-01,MY,Sports,Yoga_Mat_6mm,182,182,0,1.131,1.36
2023-04-02,MY,Electronics,PowerBank_20000,197,197,0,1.6724,1.54
2023-04-04,MY,Sports,Foam_Roller_Grid,202,202,0,1.1414,1.9
2023-04-05,MY,Sports,Foam_Roller_Grid,213,213,0,1.1448,1.9
2023-04-05,MY,Fashion,Compression_Leggings,414,414,0,2.8103,1.9
2023-04-07,MY,Electronics,PowerBank_20000,95,95,0,1.7586,1.0
2023-04-08,MY,Home,Bamboo_Cutting_Board,588,588,0,2.1638,1.0
2023-04-08,MY,Home,Silicone_Storage_Bags,376,376,0,2.1638,1.0
2023-04-08,MY,Fashion,Crossbody_Bag_Canvas,426,426,0,2.9397,1.0
2023-04-09,MY,Electronics,Bluetooth_Speaker_Mini,222,222,0,1.7931,1.0
2023-04-10,MY,Electronics,TWS_Earbuds_Pro,244,244,0,1.8103,1.0
2023-04-10,MY,Home,Silicone_Storage_Bags,231,231,0,2.2155,1.0
2023-04-11,MY,Beauty,Sheet_Mask_10pcs,1142,1142,0,2.4897,1.0
2023-04-11,MY,Electronics,PowerBank_20000,96,96,0,1.8276,1.0
2023-04-11,MY,Sports,Resistance_Bands_Set,61,61,0,1.1655,1.0
2023-04-11,MY,Home,Weighted_Blanket_5kg,459,459,0,2.2414,1.0
2023-04-12,MY,Beauty,Sheet_Mask_10pcs,1228,1228,0,2.5207,1.0
2023-04-14,MY,Home,Cable_Management_Box,293,293,0,2.319,1.0
2023-04-15,MY,Toys,Puzzle_1000pcs_Animals,105,105,0,1.8966,1.0
2023-04-16,MY,Home,Aromatherapy_Diffuser,303,303,0,2.3707,1.0
2023-04-16,MY,Toys,Fidget_Cube_Pack,157,157,0,1.9138,1.0
2023-04-16,MY,Electronics,USB_Hub_7Port,318,318,0,1.9138,1.0
2023-04-17,MY,Electronics,USB_Hub_7Port,204,204,0,1.931,1.0
2023-04-19,MY,Beauty,Retinol_Night_Cream,0,507,1,2.7379,1.0
2023-04-22,MY,Beauty,Retinol_Night_Cream,960,960,0,2.6875,1.0
2023-04-22,MY,Toys,RC_Car_Offroad,292,292,0,1.9375,1.0
2023-04-23,MY,Home,Cable_Management_Box,348,348,0,2.3125,1.0
2023-04-24,MY,Beauty,Sheet_Mask_10pcs,992,992,0,2.4625,1.0
2023-04-27,MY,Electronics,USB_Hub_7Port,156,156,0,1.625,1.0
2023-04-27,MY,Electronics,SmartWatch_Basic,136,136,0,1.625,1.0
2023-04-27,MY,Beauty,Vitamin_C_Serum_30ml,346,346,0,2.125,1.0
2023-04-28,MY,Fashion,Baseball_Cap_Logo,1039,1039,0,2.4062,1.0
2023-04-30,MY,Fashion,Casual_Tshirt_Pack3,129,129,0,1.0,1.0
2023-04-30,MY,Sports,Resistance_Bands_Set,66,66,0,1.0,1.0
2023-05-02,MY,Home,Cable_Management_Box,152,152,0,1.0,1.6
2023-05-05,MY,Fashion,Compression_Leggings,336,336,0,1.0,2.5
2023-05-06,MY,Toys,Building_Blocks_500pcs,588,588,0,1.0,2.5
2023-05-08,MY,Fashion,Crossbody_Bag_Canvas,85,85,0,1.0,1.0
2023-05-11,MY,Sports,Gym_Gloves_XL,65,65,0,1.0,1.0
2023-05-13,MY,Fashion,Sneakers_Classic_White,198,198,0,1.0,1.0
2023-05-13,MY,Home,Silicone_Storage_Bags,207,207,0,1.0,1.0
2023-05-14,MY,Beauty,SPF50_Sunscreen_100ml,453,453,0,1.0,1.0
2023-05-16,MY,Home,Aromatherapy_Diffuser,113,113,0,1.0,1.0
2023-05-16,MY,Beauty,Lip_Tint_Korean,185,185,0,1.0,1.0
2023-05-19,MY,Toys,Slime_Kit_DIY,145,145,0,1.0,1.0
2023-05-20,MY,Electronics,TWS_Earbuds_Pro,211,211,0,1.0,1.0
2023-05-20,MY,Toys,Play_Dough_Set,141,141,0,1.0,1.0
2023-05-25,MY,Electronics,PowerBank_20000,69,69,0,1.0,1.0
2023-05-26,MY,Fashion,Crossbody_Bag_Canvas,90,90,0,1.0,1.0
2023-05-27,MY,Fashion,Casual_Tshirt_Pack3,135,135,0,1.0,1.0
2023-05-30,MY,Toys,RC_Car_Offroad,137,137,0,1.0,1.0
2023-05-31,MY,Fashion,Sunglasses_UV400,236,236,0,1.0,1.0
2023-06-01,MY,Beauty,Vitamin_C_Serum_30ml,0,177,1,1.0,1.0
2023-06-01,MY,Electronics,LED_DeskLamp,85,85,0,1.0,1.0
2023-06-01,MY,Electronics,PowerBank_20000,0,69,1,1.0,1.0
2023-06-03,MY,Beauty,Jade_Roller_Set,0,443,1,1.0,1.66
2023-06-04,MY,Fashion,Baseball_Cap_Logo,578,578,0,1.0,1.99
2023-06-04,MY,Fashion,Casual_Tshirt_Pack3,238,238,0,1.0,1.99
2023-06-04,MY,Electronics,USB_Hub_7Port,298,298,0,1.0,1.99
2023-06-05,MY,Beauty,SPF50_Sunscreen_100ml,740,740,0,1.0,2.32
2023-06-06,MY,Sports,Foam_Roller_Grid,293,293,0,1.0,2.65
2023-06-07,MY,Electronics,Webcam_HD1080,322,322,0,1.0,2.65
2023-06-07,MY,Electronics,PowerBank_20000,156,156,0,1.0,2.65
2023-06-08,MY,Sports,Resistance_Bands_Set,116,116,0,1.0,2.65
2023-06-08,MY,Home,Cable_Management_Box,268,268,0,1.0,2.65
2023-06-09,MY,Fashion,Baseball_Cap_Logo,363,363,0,1.0,1.0
2023-06-12,MY,Electronics,Webcam_HD1080,111,111,0,1.0,1.0
2023-06-14,MY,Fashion,Sunglasses_UV400,225,225,0,1.0,1.0
2023-06-14,MY,Toys,Slime_Kit_DIY,132,132,0,1.0,1.0
2023-06-14,MY,Home,Magnetic_Spice_Rack,58,58,0,1.0,1.0
2023-06-16,MY,Home,Bamboo_Cutting_Board,213,213,0,1.0,1.0
2023-06-17,MY,Home,Magnetic_Spice_Rack,95,95,0,1.0,1.0
2023-06-17,MY,Sports,Resistance_Bands_Set,64,64,0,1.0,1.0
2023-06-17,MY,Beauty,Retinol_Night_Cream,250,250,0,1.0,1.0
2023-06-18,MY,Toys,Play_Dough_Set,223,223,0,1.2182,1.0
2023-06-21,MY,Sports,Jump_Rope_Speed,86,86,0,1.0682,1.0
2023-06-21,MY,Toys,RC_Car_Offroad,167,167,0,1.2727,1.0
2023-06-24,MY,Beauty,Lip_Tint_Korean,457,457,0,1.4909,1.0
2023-06-25,MY,Electronics,SmartWatch_Basic,181,181,0,1.3455,1.0
2023-06-26,MY,Beauty,Vitamin_C_Serum_30ml,190,190,0,1.5455,1.0
2023-06-26,MY,Fashion,Sneakers_Classic_White,249,249,0,1.9091,1.0
2023-06-27,MY,Beauty,SPF50_Sunscreen_100ml,555,555,0,1.5727,1.0
2023-06-28,MY,Toys,Play_Dough_Set,131,131,0,1.4,1.0
2023-06-29,MY,Sports,Foam_Roller_Grid,107,107,0,1.0875,1.0
2023-06-30,MY,Beauty,Jade_Roller_Set,533,533,0,1.45,1.0
2023-07-01,MY,Home,Aromatherapy_Diffuser,241,241,0,1.5,1.0
2023-07-01,MY,Beauty,SPF50_Sunscreen_100ml,1647,1647,0,1.375,1.0
2023-07-02,MY,Beauty,Vitamin_C_Serum_30ml,231,231,0,1.0,1.0
2023-07-03,MY,Electronics,PowerBank_20000,60,60,0,1.0,1.0
2023-07-03,MY,Electronics,TWS_Earbuds_Pro,173,173,0,1.0,1.0
2023-07-03,MY,Sports,Jump_Rope_Speed,88,88,0,1.0,1.0
2023-07-05,MY,Sports,Foam_Roller_Grid,137,137,0,1.0,1.81
2023-07-06,MY,Sports,Resistance_Bands_Set,83,83,0,1.0,2.08
2023-07-06,MY,Beauty,Sheet_Mask_10pcs,770,770,0,1.0,2.08
2023-07-07,MY,Fashion,Casual_Tshirt_Pack3,328,328,0,1.0,2.35
2023-07-07,MY,Fashion,Compression_Leggings,267,267,0,1.0,2.35
2023-07-10,MY,Electronics,PowerBank_20000,66,66,0,1.0,1.0
2023-07-13,MY,Toys,Puzzle_1000pcs_Animals,54,54,0,1.0,1.0
2023-07-13,MY,Home,Weighted_Blanket_5kg,210,210,0,1.0,1.0
2023-07-13,MY,Fashion,Sunglasses_UV400,192,192,0,1.0,1.0
2023-07-14,MY,Sports,Resistance_Bands_Set,63,63,0,1.0,1.0
2023-07-17,MY,Beauty,Sheet_Mask_10pcs,388,388,0,1.0,1.0
2023-07-19,MY,Toys,Play_Dough_Set,200,200,0,1.0,1.0
2023-07-22,MY,Sports,Foam_Roller_Grid,0,175,1,1.0,1.0
2023-07-22,MY,Electronics,Bluetooth_Speaker_Mini,196,196,0,1.0,1.0
2023-07-23,MY,Home,Aromatherapy_Diffuser,150,150,0,1.0,1.0
2023-07-25,MY,Fashion,Crossbody_Bag_Canvas,0,84,1,1.0,1.0
2023-07-27,MY,Home,Aromatherapy_Diffuser,123,123,0,1.0,1.0
2023-07-27,MY,Sports,Yoga_Mat_6mm,75,75,0,1.0,1.0
2023-07-28,MY,Home,Weighted_Blanket_5kg,270,270,0,1.0,1.0
2023-07-30,MY,Sports,Jump_Rope_Speed,114,114,0,1.0,1.0
2023-07-31,MY,Toys,RC_Car_Offroad,135,135,0,1.0,1.0
2023-08-02,MY,Fashion,Compression_Leggings,81,81,0,1.0,1.0
2023-08-03,MY,Sports,Jump_Rope_Speed,81,81,0,1.0,1.0
2023-08-06,MY,Electronics,Bluetooth_Speaker_Mini,0,283,1,1.0,1.9
2023-08-06,MY,Home,Magnetic_Spice_Rack,169,169,0,1.0,1.9
2023-08-06,MY,Beauty,Jade_Roller_Set,604,604,0,1.0,1.9
2023-08-12,MY,Fashion,Crossbody_Bag_Canvas,127,127,0,1.0,1.0
2023-08-13,MY,Sports,Jump_Rope_Speed,108,108,0,1.0,1.0
2023-08-14,MY,Sports,Resistance_Bands_Set,46,46,0,1.0,1.0
2023-08-14,MY,Fashion,Baseball_Cap_Logo,266,266,0,1.0,1.0
2023-08-15,MY,Fashion,Compression_Leggings,97,97,0,1.0,1.0
2023-08-16,MY,Electronics,TWS_Earbuds_Pro,133,133,0,1.0,1.0
2023-08-17,MY,Electronics,Bluetooth_Speaker_Mini,133,133,0,1.0,1.0
2023-08-17,MY,Sports,Yoga_Mat_6mm,88,88,0,1.0,1.0
2023-08-18,MY,Electronics,TWS_Earbuds_Pro,0,181,1,1.0,1.0
2023-08-18,MY,Toys,RC_Car_Offroad,185,185,0,1.0,1.0
2023-08-19,MY,Home,Weighted_Blanket_5kg,288,288,0,1.0,1.0
2023-08-19,MY,Toys,Slime_Kit_DIY,204,204,0,1.0,1.0
2023-08-21,MY,Electronics,SmartWatch_Basic,93,93,0,1.0,1.0
2023-08-21,MY,Sports,Foam_Roller_Grid,72,72,0,1.0,1.0
2023-08-22,MY,Fashion,Sneakers_Classic_White,109,109,0,1.0,1.0
2023-08-22,MY,Electronics,SmartWatch_Basic,101,101,0,1.0,1.0
2023-08-24,MY,Fashion,Casual_Tshirt_Pack3,105,105,0,1.0,1.0
2023-08-25,MY,Fashion,Baseball_Cap_Logo,305,305,0,1.0,1.0
2023-08-25,MY,Beauty,Vitamin_C_Serum_30ml,0,231,1,1.0,1.0
2023-08-28,MY,Electronics,USB_Hub_7Port,117,117,0,1.0,1.0
2023-08-29,MY,Fashion,Sneakers_Classic_White,111,111,0,1.0,1.0
2023-08-30,MY,Electronics,USB_Hub_7Port,368,368,0,1.0,1.0
2023-08-31,MY,Toys,RC_Car_Offroad,156,156,0,1.0,1.0
2023-08-31,MY,Toys,Puzzle_1000pcs_Animals,64,64,0,1.0,1.0
2023-08-31,MY,Home,Cable_Management_Box,109,109,0,1.0,1.0
2023-09-01,MY,Electronics,TWS_Earbuds_Pro,195,195,0,1.0,1.0
2023-09-01,MY,Home,Bamboo_Cutting_Board,305,305,0,1.0,1.0
2023-09-01,MY,Electronics,Webcam_HD1080,197,197,0,1.0,1.0
2023-09-03,MY,Beauty,Vitamin_C_Serum_30ml,215,215,0,1.0,1.0
2023-09-04,MY,Fashion,Compression_Leggings,63,63,0,1.0,1.0
2023-09-05,MY,Toys,Puzzle_1000pcs_Animals,62,62,0,1.0,1.0
2023-09-06,MY,Home,Cable_Management_Box,220,220,0,1.0,1.9
2023-09-08,MY,Beauty,Retinol_Night_Cream,831,831,0,1.0,2.8
2023-09-08,MY,Electronics,LED_DeskLamp,316,316,0,1.0,2.8
2023-09-08,MY,Fashion,Casual_Tshirt_Pack3,364,364,0,1.0,2.8
2023-09-08,MY,Home,Aromatherapy_Diffuser,371,371,0,1.0,2.8
2023-09-09,MY,Toys,Play_Dough_Set,682,682,0,1.1125,3.25
2023-09-09,MY,Beauty,Vitamin_C_Serum_30ml,792,792,0,1.1125,3.25
2023-09-10,MY,Beauty,Sheet_Mask_10pcs,2076,2076,0,1.125,3.25
2023-09-12,MY,Toys,Building_Blocks_500pcs,0,724,1,1.15,3.25
2023-09-12,MY,Electronics,SmartWatch_Basic,442,442,0,1.3,3.25
2023-09-13,MY,Fashion,Casual_Tshirt_Pack3,161,161,0,1.325,1.0
2023-09-13,MY,Sports,Resistance_Bands_Set,75,75,0,1.2438,1.0
2023-09-14,MY,Electronics,SmartWatch_Basic,181,181,0,1.35,1.0
2023-09-14,MY,Electronics,Bluetooth_Speaker_Mini,0,127,1,1.35,1.0
2023-09-15,MY,Fashion,Casual_Tshirt_Pack3,198,198,0,1.375,1.0
2023-09-15,MY,Toys,Puzzle_1000pcs_Animals,86,86,0,1.1875,1.0
2023-09-15,MY,Toys,Building_Blocks_500pcs,250,250,0,1.1875,1.0
2023-09-16,MY,Beauty,Sheet_Mask_10pcs,0,869,1,1.2,1.0
2023-09-17,MY,Electronics,LED_DeskLamp,140,140,0,1.3333,1.0
2023-09-18,MY,Sports,Gym_Gloves_XL,77,77,0,1.2,1.0
2023-09-23,MY,Beauty,Vitamin_C_Serum_30ml,229,229,0,1.0,1.0
2023-09-24,MY,Fashion,Casual_Tshirt_Pack3,182,182,0,1.0,1.0
2023-09-25,MY,Toys,Slime_Kit_DIY,115,115,0,1.0,1.0
2023-09-27,MY,Beauty,SPF50_Sunscreen_100ml,302,302,0,1.0,1.0
2023-09-27,MY,Fashion,Sunglasses_UV400,0,224,1,1.0,1.0
2023-09-28,MY,Beauty,SPF50_Sunscreen_100ml,413,413,0,1.0,1.0
2023-09-28,MY,Electronics,USB_Hub_7Port,117,117,0,1.0,1.0
2023-09-28,MY,Fashion,Crossbody_Bag_Canvas,88,88,0,1.0,1.0
2023-09-29,MY,Home,Magnetic_Spice_Rack,97,97,0,1.0,1.0
2023-09-29,MY,Home,Cable_Management_Box,131,131,0,1.0,1.0
2023-09-30,MY,Fashion,Sneakers_Classic_White,236,236,0,1.0,1.0
2023-10-02,MY,Toys,RC_Car_Offroad,135,135,0,1.0,1.0
2023-10-02,MY,Home,Magnetic_Spice_Rack,56,56,0,1.0,1.0
2023-10-03,MY,Fashion,Baseball_Cap_Logo,226,226,0,1.0,1.0
2023-10-03,MY,Sports,Jump_Rope_Speed,76,76,0,1.0,1.0
2023-10-04,MY,Toys,Play_Dough_Set,171,171,0,1.0,1.0
2023-10-04,MY,Electronics,Webcam_HD1080,153,153,0,1.0,1.0
2023-10-04,MY,Electronics,PowerBank_20000,75,75,0,1.0,1.0
2023-10-05,MY,Home,Magnetic_Spice_Rack,69,69,0,1.0,1.0
2023-10-05,MY,Sports,Yoga_Mat_6mm,89,89,0,1.0,1.0
2023-10-07,MY,Beauty,Hair_Mask_Coconut,654,654,0,1.0,1.78
2023-10-07,MY,Electronics,Bluetooth_Speaker_Mini,422,422,0,1.0,1.78
2023-10-08,MY,Toys,Puzzle_1000pcs_Animals,0,205,1,1.0,2.17
2023-10-09,MY,Fashion,Casual_Tshirt_Pack3,250,250,0,1.0,2.56
2023-10-09,MY,Sports,Jump_Rope_Speed,226,226,0,1.0,2.56
2023-10-09,MY,Home,Weighted_Blanket_5kg,484,484,0,1.0,2.56
2023-10-10,MY,Electronics,Webcam_HD1080,493,493,0,1.0,2.95
2023-10-10,MY,Fashion,Casual_Tshirt_Pack3,327,327,0,1.0,2.95
2023-10-16,MY,Electronics,TWS_Earbuds_Pro,187,187,0,1.0,1.0
2023-10-21,MY,Beauty,Sheet_Mask_10pcs,693,693,0,1.0,1.0
2023-10-21,MY,Home,Silicone_Storage_Bags,298,298,0,1.0,1.0
2023-10-24,MY,Toys,Slime_Kit_DIY,129,129,0,1.0,1.0
2023-10-29,MY,Home,Weighted_Blanket_5kg,276,276,0,1.0,1.0
2023-10-29,MY,Fashion,Baseball_Cap_Logo,459,459,0,1.0,1.0
2023-10-31,MY,Fashion,Compression_Leggings,94,94,0,1.0,1.0
2023-10-31,MY,Sports,Jump_Rope_Speed,77,77,0,1.0,1.0
2023-11-02,MY,Fashion,Baseball_Cap_Logo,403,403,0,1.0,1.0
2023-11-03,MY,Fashion,Sunglasses_UV400,364,364,0,1.0,1.0
2023-11-04,MY,Beauty,Hair_Mask_Coconut,450,450,0,1.0,1.0
2023-11-07,MY,Sports,Foam_Roller_Grid,118,118,0,1.0,1.0
2023-11-07,MY,Home,Aromatherapy_Diffuser,89,89,0,1.0,1.0
2023-11-09,MY,Electronics,Bluetooth_Speaker_Mini,407,407,0,1.0,3.25
2023-11-10,MY,Fashion,Baseball_Cap_Logo,1559,1559,0,1.0,4.0
2023-11-10,MY,Sports,Yoga_Mat_6mm,425,425,0,1.0,4.0
2023-11-11,MY,Fashion,Crossbody_Bag_Canvas,734,734,0,1.0,4.75
2023-11-12,MY,Electronics,SmartWatch_Basic,925,925,0,1.0,4.75
2023-11-13,MY,Electronics,LED_DeskLamp,481,481,0,1.0,4.75
2023-11-14,MY,Fashion,Crossbody_Bag_Canvas,432,432,0,1.0,4.75
2023-11-14,MY,Beauty,Jade_Roller_Set,1153,1153,0,1.0,4.75
2023-11-17,MY,Home,Cable_Management_Box,131,131,0,1.0,1.0
2023-11-20,MY,Home,Aromatherapy_Diffuser,0,105,1,1.0,1.0
2023-11-21,MY,Electronics,Webcam_HD1080,179,179,0,1.0,1.0
2023-11-21,MY,Electronics,USB_Hub_7Port,116,116,0,1.0,1.0
2023-11-23,MY,Beauty,SPF50_Sunscreen_100ml,413,413,0,1.0,1.0
2023-11-26,MY,Electronics,PowerBank_20000,112,112,0,1.0,1.0
2023-11-28,MY,Toys,Play_Dough_Set,164,164,0,1.0,1.0
2023-11-28,MY,Electronics,PowerBank_20000,74,74,0,1.0,1.0
2023-11-30,MY,Fashion,Crossbody_Bag_Canvas,87,87,0,1.0,1.0
2023-12-03,MY,Fashion,Crossbody_Bag_Canvas,167,167,0,1.0,1.0
2023-12-04,MY,Beauty,Jade_Roller_Set,256,256,0,1.0,1.0
2023-12-04,MY,Home,Silicone_Storage_Bags,147,147,0,1.0,1.0
2023-12-06,MY,Toys,RC_Car_Offroad,256,256,0,1.0,1.0
2023-12-08,MY,Electronics,TWS_Earbuds_Pro,303,303,0,1.0,1.0
2023-12-09,MY,Beauty,Jade_Roller_Set,999,999,0,1.0,2.2
2023-12-09,MY,Toys,Puzzle_1000pcs_Animals,393,393,0,1.0,2.2
2023-12-10,MY,Fashion,Casual_Tshirt_Pack3,577,577,0,1.0,2.8
2023-12-11,MY,Toys,RC_Car_Offroad,735,735,0,1.0,3.4
2023-12-13,MY,Beauty,Jade_Roller_Set,990,990,0,1.0,4.0
2023-12-14,MY,Toys,Play_Dough_Set,894,894,0,1.0,4.0
2023-12-14,MY,Beauty,Lip_Tint_Korean,1211,1211,0,1.0,4.0
2023-12-15,MY,Beauty,Vitamin_C_Serum_30ml,1172,1172,0,1.0,4.0
2023-12-17,MY,Toys,Building_Blocks_500pcs,466,466,0,1.0,1.0
2023-12-18,MY,Home,Silicone_Storage_Bags,183,183,0,1.0,1.0
2023-12-19,MY,Fashion,Baseball_Cap_Logo,266,266,0,1.0,1.0
2023-12-21,MY,Electronics,SmartWatch_Basic,153,153,0,1.0,1.0
2023-12-21,MY,Sports,Jump_Rope_Speed,100,100,0,1.0,1.0
2023-12-22,MY,Fashion,Sneakers_Classic_White,218,218,0,1.0,1.0
2023-12-22,MY,Toys,Play_Dough_Set,334,334,0,1.0,1.0
2023-12-23,MY,Electronics,SmartWatch_Basic,249,249,0,1.0,1.0
2023-12-23,MY,Beauty,Retinol_Night_Cream,299,299,0,1.0,1.0
2023-12-25,MY,Beauty,Lip_Tint_Korean,186,186,0,1.0,1.0
2023-12-25,MY,Electronics,SmartWatch_Basic,104,104,0,1.0,1.0
2023-12-26,MY,Toys,RC_Car_Offroad,194,194,0,1.0,1.0
2023-12-26,MY,Electronics,LED_DeskLamp,107,107,0,1.0,1.0
2023-12-29,MY,Beauty,Sheet_Mask_10pcs,547,547,0,1.0,1.0
2023-12-31,MY,Fashion,Sneakers_Classic_White,282,282,0,1.0,1.0
